DY,MO,HR,solar radiation,module_temp,wind direction,wind speed,power
14,6,15,387.153,52.806,6.49,0.7,172.469
14,6,16,188.912,44.066,6.05,0.6,82.668
14,6,17,34.499,36.508,5.35,0.7,14.41
14,6,18,0.0,0.0,3.93,1.0,0.0
15,6,6,223.85,37.985,5.53,2.7,101.705
15,6,7,390.705,43.853,6.7,2.7,181.579
15,6,8,598.256,51.377,7.47,2.3,269.406
15,6,9,713.322,57.738,7.62,1.7,310.761
15,6,10,809.44,64.308,7.15,1.2,341.282
15,6,11,822.44,69.01,6.68,0.7,338.79
15,6,12,789.68,71.691,6.33,0.3,321.872
15,6,13,697.278,65.944,6.12,0.5,293.264
15,6,14,561.845,57.145,6.0,1.0,247.234
15,6,15,381.037,49.011,5.67,1.3,172.504
15,6,16,31.285,36.207,5.39,1.4,13.601
15,6,17,4.726,33.858,5.14,1.2,1.791
15,6,18,0.0,0.0,4.2,1.1,0.0
16,6,6,215.59,33.602,3.98,2.6,101.243
16,6,7,406.787,39.313,4.74,2.5,192.364
16,6,8,552.812,44.288,6.18,2.4,255.706
16,6,9,477.338,43.813,6.2,2.3,217.675
16,6,10,643.341,49.824,6.02,2.2,286.918
16,6,11,717.518,52.825,5.77,2.2,316.361
16,6,12,787.909,54.949,5.47,2.3,346.214
16,6,13,662.068,51.836,5.19,2.3,295.716
16,6,14,552.918,49.469,5.01,2.1,251.51
16,6,15,369.64,44.892,4.77,1.7,170.276
16,6,16,198.511,39.995,4.57,0.9,86.828
16,6,17,41.928,33.483,4.33,0.5,17.983
16,6,18,0.0,0.0,3.19,0.8,0.0
17,6,6,223.961,34.064,3.05,3.4,102.092
17,6,7,408.786,39.631,3.85,3.9,193.796
17,6,8,604.04,45.515,4.55,4.0,279.721
17,6,9,746.033,50.453,4.35,3.9,336.479
17,6,10,839.371,54.778,3.93,3.5,369.369
17,6,11,862.837,57.508,3.39,3.1,374.807
17,6,12,803.885,57.726,2.96,2.8,349.398
17,6,13,692.08,56.496,2.81,2.4,303.558
17,6,14,589.412,54.49,2.89,2.1,263.418
17,6,15,385.799,49.034,2.9,1.8,174.859
17,6,16,185.625,42.253,2.75,1.4,79.358
17,6,17,42.699,35.96,2.44,1.1,18.123
17,6,18,0.0,0.0,1.77,1.3,0.0
18,6,6,204.624,35.888,6.8,4.5,92.316
18,6,7,393.331,41.77,7.47,4.6,184.507
18,6,8,577.028,47.488,7.49,4.3,264.41
18,6,9,720.405,52.422,7.1,3.9,321.399
18,6,10,810.724,56.055,6.52,3.5,354.424
18,6,11,827.624,57.481,5.93,3.2,359.036
18,6,12,794.969,56.958,5.6,3.0,346.342
18,6,13,700.859,54.066,5.74,2.9,310.742
18,6,14,556.293,50.027,6.22,2.7,252.398
18,6,15,379.384,44.535,6.68,2.6,175.131
18,6,16,183.269,38.145,7.1,2.5,81.884
18,6,17,40.651,33.014,7.46,2.6,17.483
18,6,18,0.0,0.0,7.69,3.0,0.0
19,6,6,171.815,32.673,4.35,4.8,79.542
19,6,7,69.96,32.51,4.43,5.1,31.732
19,6,8,411.702,40.108,4.13,5.1,191.8
19,6,9,729.833,47.425,4.11,4.9,332.622
19,6,10,827.739,50.524,4.29,4.7,370.592
19,6,11,849.344,51.839,4.19,4.4,377.561
19,6,12,804.889,51.017,3.76,4.3,359.743
19,6,13,708.071,48.582,3.23,4.3,321.403
19,6,14,522.424,44.337,2.9,4.3,242.063
19,6,15,384.283,40.792,2.88,4.3,180.368
19,6,16,199.482,36.086,3.3,4.1,88.508
19,6,17,43.447,31.791,4.06,3.8,18.865
19,6,18,0.0,0.0,4.91,3.5,0.0
20,6,6,198.695,31.458,3.69,4.8,93.398
20,6,7,325.471,34.607,4.16,5.0,155.937
20,6,8,471.003,38.812,4.55,4.4,221.652
20,6,9,647.608,44.429,4.59,3.7,297.724
20,6,10,777.599,49.648,4.32,3.1,349.266
20,6,11,817.23,52.743,3.85,2.6,361.781
20,6,12,709.395,51.619,3.38,2.2,315.139
20,6,13,694.215,52.974,3.18,1.7,309.157
20,6,14,561.986,49.723,3.41,1.4,255.516
20,6,15,372.998,43.167,3.62,1.4,173.179
20,6,16,199.869,36.725,3.72,1.4,88.922
20,6,17,44.173,30.775,4.01,1.5,19.303
20,6,18,0.0,0.0,4.23,1.5,0.0
21,6,6,129.617,29.463,3.35,4.1,61.442
21,6,7,396.517,34.934,4.18,4.7,191.359
21,6,8,610.896,39.548,4.71,4.9,290.111
21,6,9,744.913,43.724,4.26,4.6,345.287
21,6,10,753.573,46.136,3.29,4.1,343.129
21,6,11,478.428,42.468,2.16,3.5,218.004
21,6,12,550.79,45.328,1.45,3.0,249.467
21,6,13,685.532,49.68,2.07,2.6,309.394
21,6,14,585.291,48.055,3.56,2.2,268.482
21,6,15,391.826,42.973,4.96,1.9,182.35
21,6,16,201.304,36.926,5.99,1.5,89.462
21,6,17,44.896,31.064,6.39,1.3,19.621
21,6,18,0.0,0.0,5.85,1.5,0.0
22,6,6,115.274,29.377,3.57,3.3,54.843
22,6,7,125.152,30.434,4.07,3.2,58.738
22,6,8,393.968,37.461,4.32,3.3,185.188
22,6,9,332.123,37.027,4.42,3.6,154.114
22,6,10,496.585,41.299,4.25,3.6,227.88
22,6,11,389.503,39.691,3.89,3.4,178.695
22,6,12,213.124,36.244,3.59,2.9,97.388
22,6,13,196.705,36.097,3.46,2.4,90.07
22,6,14,262.261,38.065,3.45,2.0,121.474
22,6,15,327.84,40.136,3.57,1.7,153.499
22,6,16,170.993,35.006,3.75,1.4,75.896
22,6,17,29.051,29.694,3.67,1.1,12.517
22,6,18,0.0,0.0,3.28,1.1,0.0
23,6,6,149.061,31.031,1.77,3.1,70.194
23,6,7,122.335,31.601,2.08,3.6,57.076
23,6,8,522.81,41.024,2.35,3.9,244.96
23,6,9,644.262,45.059,2.42,3.7,295.366
23,6,10,785.898,49.864,2.4,3.3,352.933
23,6,11,575.858,46.537,2.43,2.9,259.315
23,6,12,745.965,52.106,2.51,2.5,331.31
23,6,13,707.973,52.327,2.52,2.2,316.286
23,6,14,563.195,49.196,2.47,1.9,256.616
23,6,15,207.693,39.112,2.33,1.5,96.185
23,6,16,94.775,34.892,2.39,1.2,43.573
23,6,17,18.945,31.265,2.54,1.0,7.926
23,6,18,0.0,0.0,2.19,1.0,0.0
24,6,6,46.497,29.893,3.88,2.5,21.232
24,6,7,117.638,33.45,4.46,2.8,54.356
24,6,8,266.267,39.164,5.01,2.6,122.547
24,6,9,465.976,46.86,4.91,2.0,209.69
24,6,10,683.078,56.393,4.87,1.4,296.752
24,6,11,549.049,55.299,4.91,0.8,237.902
24,6,12,585.07,59.139,4.95,0.4,250.173
24,6,13,447.802,52.725,4.96,0.5,196.425
24,6,14,382.99,48.047,4.96,0.9,172.409
24,6,15,329.622,44.322,4.88,1.3,151.65
24,6,16,202.564,38.821,4.67,1.4,89.877
24,6,17,16.285,31.331,3.96,1.3,6.758
24,6,18,0.0,0.0,3.04,1.3,0.0
25,6,6,31.289,28.588,5.1,2.6,14.099
25,6,7,117.637,32.263,5.18,2.4,54.642
25,6,8,95.215,33.384,5.83,1.8,43.07
25,6,9,89.618,34.492,5.76,1.5,39.909
25,6,10,442.735,46.385,4.9,1.5,198.36
25,6,11,680.873,53.407,3.85,1.7,299.014
25,6,12,521.764,48.112,3.35,1.9,233.287
25,6,13,649.073,52.0,3.26,1.8,289.389
25,6,14,531.642,49.637,2.95,1.4,240.934
25,6,15,162.615,37.993,2.61,0.9,74.895
25,6,16,39.125,32.941,2.46,0.6,17.384
25,6,17,43.623,32.154,2.32,0.5,18.979
25,6,18,0.0,0.0,2.54,0.6,0.0
26,6,6,161.467,32.42,5.43,2.5,75.409
26,6,7,336.021,37.752,6.22,2.8,159.144
26,6,8,295.677,37.705,6.43,3.0,137.565
26,6,9,296.953,38.703,6.78,3.1,136.372
26,6,10,345.536,40.607,6.83,3.1,157.467
26,6,11,673.433,49.258,6.22,2.9,300.972
26,6,12,597.452,48.163,5.17,2.7,268.207
26,6,13,473.783,45.791,4.22,2.4,214.645
26,6,14,582.38,49.389,3.62,2.1,265.576
26,6,15,250.083,40.302,3.3,1.7,115.957
26,6,16,105.61,35.54,3.26,1.2,47.746
26,6,17,37.9,32.302,3.68,0.8,16.38
26,6,18,0.0,0.0,4.58,0.6,0.0
27,6,6,21.796,29.356,6.73,1.7,9.607
27,6,7,84.647,32.876,7.24,1.3,38.652
27,6,8,221.696,38.624,7.57,1.2,101.612
27,6,9,169.585,37.405,7.81,1.4,76.709
27,6,10,443.934,46.222,7.75,1.5,199.007
27,6,11,408.525,45.037,7.6,1.6,183.574
27,6,12,292.051,41.791,7.55,1.5,131.754
27,6,13,239.867,39.975,7.75,1.5,108.813
27,6,14,484.985,47.047,8.04,1.6,221.303
27,6,15,94.08,34.583,8.12,1.6,42.897
27,6,16,61.729,32.699,7.98,1.6,28.237
27,6,17,5.673,29.869,7.54,1.7,2.24
27,6,18,0.0,0.0,7.02,2.1,0.0
28,6,6,12.313,26.705,7.35,2.7,5.338
28,6,7,93.565,29.229,7.25,2.9,43.692
28,6,8,92.365,29.885,7.47,3.2,42.383
28,6,9,64.825,30.037,8.01,3.3,29.021
28,6,10,189.508,33.431,8.48,3.4,87.224
28,6,11,440.46,39.555,8.81,3.3,202.737
28,6,12,492.521,41.278,8.89,3.1,226.216
28,6,13,491.54,41.659,8.71,2.9,226.633
28,6,14,178.75,34.274,8.46,2.6,82.854
28,6,15,24.674,30.281,7.89,2.1,10.75
28,6,16,11.364,29.35,6.95,1.6,4.843
28,6,17,4.727,28.458,5.41,1.2,1.863
28,6,18,0.0,0.0,3.8,1.2,0.0
29,6,6,85.059,28.866,3.46,3.1,40.138
29,6,7,127.497,30.611,3.75,3.6,59.866
29,6,8,91.137,30.72,4.82,4.0,41.651
29,6,9,265.966,35.228,5.91,4.1,123.547
29,6,10,343.447,37.743,6.36,4.1,158.365
29,6,11,511.002,42.027,6.3,3.9,233.65
29,6,12,606.232,44.644,6.02,3.7,276.653
29,6,13,507.26,43.012,5.61,3.5,232.761
29,6,14,366.737,40.092,5.08,3.2,170.445
29,6,15,224.755,36.545,4.57,2.7,105.361
29,6,16,162.757,34.354,4.16,2.1,73.645
29,6,17,43.15,30.242,3.3,1.5,18.818
29,6,18,0.0,0.0,2.38,1.5,0.0
30,6,6,38.288,28.658,3.23,4.1,17.336
30,6,7,62.724,30.742,4.12,4.7,28.526
30,6,8,330.261,36.898,5.25,5.1,154.681
30,6,9,354.168,38.373,5.67,5.0,163.785
30,6,10,465.659,40.919,5.59,4.8,213.721
30,6,11,458.86,41.1,5.36,4.7,210.005
30,6,12,547.287,42.943,5.03,4.6,250.427
30,6,13,531.62,42.875,4.47,4.3,244.493
30,6,14,274.943,37.796,3.73,4.0,127.585
30,6,15,75.105,33.222,3.34,3.5,34.098
30,6,16,160.34,34.496,3.24,2.6,72.779
30,6,17,38.528,30.333,2.67,2.2,16.561
30,6,18,0.0,0.0,2.08,2.4,0.0
1,7,6,85.97,28.881,2.67,4.2,40.588
1,7,7,338.975,34.199,3.26,4.8,162.979
1,7,8,312.432,34.56,4.48,5.3,147.487
1,7,9,395.375,36.908,5.11,5.6,184.541
1,7,10,508.741,39.443,5.14,5.7,235.45
1,7,11,529.274,40.368,5.02,5.6,243.837
1,7,12,482.322,40.097,4.91,5.4,222.342
1,7,13,463.498,39.79,4.82,5.3,214.907
1,7,14,500.207,40.458,4.63,5.0,234.82
1,7,15,187.536,34.507,4.23,4.5,88.065
1,7,16,46.495,30.978,3.76,3.7,21.146
1,7,17,20.844,29.186,2.97,3.0,8.885
1,7,18,0.0,0.0,2.29,2.9,0.0
2,7,6,114.989,29.445,3.0,3.9,54.651
2,7,7,139.671,30.783,3.37,4.3,65.788
2,7,8,303.322,34.607,4.23,4.7,142.985
2,7,9,352.865,36.129,4.7,4.9,164.653
2,7,10,457.466,38.467,4.69,5.1,211.962
2,7,11,570.046,40.704,4.49,5.1,262.755
2,7,12,421.493,38.147,4.27,5.1,195.151
2,7,13,394.927,37.685,4.07,5.0,183.812
2,7,14,197.031,34.124,3.92,4.6,91.694
2,7,15,132.577,32.837,3.58,3.8,61.83
2,7,16,126.322,32.309,3.08,2.7,58.433
2,7,17,41.384,29.257,2.35,2.0,18.114
2,7,18,0.0,0.0,1.95,2.0,0.0
3,7,6,12.313,28.244,1.9,4.1,5.297
3,7,7,27.527,30.082,2.25,5.0,12.06
3,7,8,162.35,33.532,2.99,5.3,75.122
3,7,9,219.462,35.285,2.8,5.3,101.194
3,7,10,327.562,37.762,2.18,5.2,150.848
3,7,11,294.14,37.755,1.59,5.1,134.814
3,7,12,413.965,40.108,0.92,5.0,190.04
3,7,13,306.423,38.309,0.38,4.9,141.14
3,7,14,236.842,36.856,0.87,4.6,109.702
3,7,15,88.368,33.547,1.53,4.1,40.381
3,7,16,67.775,32.136,2.04,3.2,30.815
3,7,17,31.826,29.924,2.27,2.4,13.757
3,7,18,0.0,0.0,2.35,2.4,0.0
4,7,6,43.642,27.658,2.54,5.1,20.085
4,7,7,100.699,29.816,2.75,6.3,46.99
4,7,8,294.503,33.937,2.68,6.7,139.093
4,7,9,465.493,37.385,2.38,7.0,217.908
4,7,10,349.627,36.513,1.94,7.1,162.13
4,7,11,416.218,37.929,1.48,7.1,192.506
4,7,12,365.642,37.285,1.13,7.0,169.26
4,7,13,367.046,36.87,1.09,6.7,171.028
4,7,14,216.977,33.857,1.21,6.3,101.454
4,7,15,132.598,31.686,1.48,5.5,62.151
4,7,16,12.312,28.825,1.75,4.7,5.284
4,7,17,5.673,27.912,1.83,4.1,2.269
4,7,18,0.0,0.0,1.91,3.7,0.0
5,7,6,28.439,27.848,2.41,4.3,12.805
5,7,7,198.163,32.416,2.45,4.9,94.017
5,7,8,323.11,35.845,1.96,5.0,151.928
5,7,9,532.544,40.633,1.61,4.8,247.062
5,7,10,531.329,41.478,2.1,4.5,244.164
5,7,11,579.805,43.09,2.75,4.1,264.821
5,7,12,683.825,45.863,3.22,3.7,310.846
5,7,13,587.403,44.45,3.39,3.3,269.201
5,7,14,350.753,39.494,3.48,3.0,162.991
5,7,15,257.305,37.239,3.28,2.8,120.909
5,7,16,112.894,33.15,2.92,2.2,51.886
5,7,17,42.372,30.117,2.68,1.5,18.445
5,7,18,0.0,0.0,2.2,1.5,0.0
6,7,6,196.709,30.807,1.66,3.8,89.582
6,7,7,384.474,35.604,1.78,4.2,184.808
6,7,8,582.505,40.646,1.78,4.4,275.104
6,7,9,717.184,44.755,2.09,4.3,330.563
6,7,10,748.932,47.156,2.73,4.0,339.51
6,7,11,689.103,47.266,3.39,3.7,310.877
6,7,12,712.062,48.517,3.68,3.5,320.435
6,7,13,628.376,46.847,3.65,3.4,285.777
6,7,14,475.399,43.558,3.69,3.2,219.807
6,7,15,321.635,40.04,4.0,2.7,150.643
6,7,16,157.622,35.508,4.17,1.9,71.829
6,7,17,48.277,31.271,3.78,1.3,21.021
6,7,18,0.0,0.0,3.44,1.1,0.0
7,7,6,50.301,29.308,3.55,3.4,23.133
7,7,7,210.784,34.388,4.37,3.9,99.518
7,7,8,464.365,40.388,4.56,4.4,217.217
7,7,9,717.284,46.187,4.11,4.5,328.676
7,7,10,679.183,46.591,3.93,4.3,307.625
7,7,11,607.037,46.298,4.03,4.0,273.842
7,7,12,538.904,45.66,4.08,3.8,243.467
7,7,13,498.521,45.391,3.86,3.4,226.328
7,7,14,456.842,45.156,3.64,2.8,209.444
7,7,15,141.544,37.131,3.54,2.2,64.97
7,7,16,199.975,38.204,3.43,1.6,91.291
7,7,17,42.085,32.341,3.28,1.1,18.273
7,7,18,0.0,0.0,2.65,0.9,0.0
8,7,6,176.834,32.122,4.16,3.3,82.085
8,7,7,388.842,38.158,4.85,3.7,184.806
8,7,8,574.729,43.117,5.7,4.0,267.829
8,7,9,714.159,47.388,5.86,4.0,325.533
8,7,10,765.343,49.741,5.54,3.8,343.476
8,7,11,819.191,52.129,4.99,3.5,363.627
8,7,12,783.617,52.588,4.47,3.1,347.716
8,7,13,691.546,51.629,4.29,2.6,309.442
8,7,14,581.324,49.749,4.53,2.1,264.043
8,7,15,238.917,39.814,4.81,1.8,110.711
8,7,16,34.136,32.898,5.19,1.4,15.145
8,7,17,17.994,31.549,5.11,0.9,7.524
8,7,18,0.0,0.0,4.13,0.6,0.0
9,7,6,206.012,32.963,3.36,3.7,93.311
9,7,7,379.479,37.711,4.2,4.1,180.759
9,7,8,231.482,36.029,5.72,4.0,107.765
9,7,9,438.181,40.97,6.55,3.9,201.823
9,7,10,333.392,39.243,6.39,3.9,153.164
9,7,11,756.262,48.34,6.05,3.8,340.323
9,7,12,736.425,47.94,5.85,3.8,332.519
9,7,13,670.551,46.829,5.75,3.6,305.757
9,7,14,559.131,44.665,5.71,3.3,259.116
9,7,15,340.058,39.75,5.62,2.8,159.781
9,7,16,68.361,32.384,5.44,2.1,30.827
9,7,17,12.302,29.784,5.03,1.5,5.085
9,7,18,0.0,0.0,4.05,1.3,0.0
10,7,6,55.061,28.313,2.7,3.4,25.551
10,7,7,331.092,34.341,3.65,3.9,159.01
10,7,8,427.791,36.205,4.45,4.3,202.92
10,7,9,485.798,37.123,4.5,4.6,227.981
10,7,10,557.203,37.987,4.29,5.1,260.02
10,7,11,619.12,38.647,4.03,5.5,288.363
10,7,12,616.318,38.288,3.8,5.6,288.029
10,7,13,565.904,37.519,3.42,5.3,266.423
10,7,14,320.998,33.429,3.1,4.7,152.478
10,7,15,161.18,30.431,2.8,4.0,76.53
10,7,16,26.539,27.385,2.52,3.4,11.94
10,7,17,10.407,26.735,2.15,3.2,4.331
10,7,18,0.0,0.0,1.99,3.2,0.0
11,7,6,101.726,29.607,2.8,3.8,48.229
11,7,7,231.874,33.419,3.04,4.2,110.251
11,7,8,343.946,36.502,3.23,4.4,161.666
11,7,9,426.546,38.856,3.12,4.3,197.988
11,7,10,512.836,41.274,2.93,4.1,235.605
11,7,11,644.912,44.838,2.71,3.8,293.159
11,7,12,516.449,42.721,2.54,3.6,235.913
11,7,13,411.188,40.578,2.48,3.4,189.317
11,7,14,375.765,39.494,2.4,3.2,175.085
11,7,15,205.797,35.189,2.3,2.8,96.73
11,7,16,13.26,29.46,2.31,2.2,5.694
11,7,17,5.673,28.173,2.24,1.6,2.265
11,7,18,0.0,0.0,2.29,1.4,0.0
12,7,6,148.953,30.294,3.06,4.2,69.804
12,7,7,55.585,30.039,3.22,4.5,25.245
12,7,8,344.023,36.893,3.27,4.3,161.449
12,7,9,544.426,41.97,3.38,4.0,251.395
12,7,10,664.306,45.552,3.32,3.7,302.006
12,7,11,681.035,46.511,3.26,3.6,307.893
12,7,12,680.144,47.057,3.23,3.4,307.573
12,7,13,638.587,46.665,3.23,3.1,290.774
12,7,14,479.476,43.108,3.21,2.8,222.235
12,7,15,280.618,38.115,3.07,2.4,131.875
12,7,16,69.283,31.699,3.01,1.9,32.007
12,7,17,17.045,28.944,2.89,1.4,7.198
12,7,18,0.0,0.0,2.42,1.2,0.0
13,7,6,49.349,28.641,3.35,2.2,22.751
13,7,7,330.869,37.565,3.76,2.2,156.846
13,7,8,497.241,43.145,4.07,2.2,230.684
13,7,9,626.196,47.73,4.05,2.1,283.63
13,7,10,619.556,47.719,3.78,2.1,278.945
13,7,11,552.783,45.766,3.55,2.1,249.48
13,7,12,703.098,49.248,3.47,2.2,315.387
13,7,13,632.349,46.862,3.24,2.2,287.566
13,7,14,353.725,38.938,2.89,2.1,164.774
13,7,15,194.401,34.189,2.56,1.9,91.592
13,7,16,92.006,30.71,2.26,1.6,42.138
13,7,17,48.036,28.825,1.86,1.4,21.019
13,7,18,0.0,0.0,1.72,1.5,0.0
14,7,6,151.849,30.268,3.54,2.8,71.106
14,7,7,308.322,35.079,4.18,2.8,147.254
14,7,8,544.515,42.13,4.56,2.7,254.847
14,7,9,445.363,40.735,4.36,2.6,205.704
14,7,10,724.698,48.955,3.88,2.5,325.632
14,7,11,548.438,45.3,3.45,2.4,247.86
14,7,12,320.138,39.744,3.18,2.3,146.108
14,7,13,610.536,47.77,2.86,2.2,276.273
14,7,14,498.932,44.759,2.48,2.1,229.975
14,7,15,208.045,36.607,2.11,1.8,97.208
14,7,16,16.104,30.118,1.81,1.4,6.964
14,7,17,4.727,28.558,1.51,1.2,1.862
14,7,18,0.0,0.0,1.45,1.1,0.0
15,7,6,105.201,30.765,2.78,1.7,49.65
15,7,7,170.641,34.37,3.38,1.4,79.865
15,7,8,329.901,41.516,4.28,1.0,151.668
15,7,9,475.24,47.302,5.04,1.0,213.677
15,7,10,524.421,48.519,5.29,1.2,233.956
15,7,11,507.474,47.064,5.23,1.4,227.259
15,7,12,743.611,53.297,5.08,1.6,328.404
15,7,13,602.568,47.925,4.88,1.8,272.385
15,7,14,458.58,43.438,4.56,1.8,211.769
15,7,15,67.483,31.58,4.25,1.8,30.706
15,7,16,13.26,29.217,3.95,1.5,5.701
15,7,17,7.566,28.153,3.52,1.2,3.067
15,7,18,0.0,0.0,2.77,1.2,0.0
16,7,6,33.186,28.007,3.69,2.8,15.054
16,7,7,132.212,31.504,4.6,2.8,61.998
16,7,8,306.358,36.839,5.24,2.7,143.482
16,7,9,250.752,36.623,5.21,2.3,115.67
16,7,10,624.718,48.006,4.88,2.0,280.859
16,7,11,796.37,54.179,4.69,1.8,350.205
16,7,12,765.511,53.968,4.59,1.7,337.422
16,7,13,226.013,37.941,4.49,1.7,103.244
16,7,14,263.331,39.045,4.45,1.6,121.385
16,7,15,282.548,39.764,4.47,1.4,131.964
16,7,16,36.72,31.36,4.3,1.1,16.047
16,7,17,5.673,29.41,3.72,0.8,2.246
16,7,18,0.0,0.0,3.05,0.8,0.0
17,7,6,123.713,30.22,4.16,2.4,57.993
17,7,7,357.281,37.05,4.72,2.5,170.318
17,7,8,503.167,41.527,4.64,2.6,235.343
17,7,9,376.931,39.419,4.05,2.6,174.047
17,7,10,620.168,46.498,3.57,2.6,280.616
17,7,11,771.672,51.816,3.43,2.4,342.416
17,7,12,746.796,51.949,3.43,2.3,331.687
17,7,13,378.504,42.198,3.45,2.3,172.65
17,7,14,395.085,42.372,3.44,2.2,182.33
17,7,15,286.949,39.155,3.61,1.9,134.445
17,7,16,55.061,31.632,3.76,1.5,25.171
17,7,17,5.673,28.994,3.63,1.1,2.25
17,7,18,0.0,0.0,3.28,0.8,0.0
18,7,6,201.642,31.713,4.12,4.1,89.965
18,7,7,284.453,34.117,5.17,4.8,136.004
18,7,8,360.998,36.434,5.9,5.1,170.338
18,7,9,501.516,39.533,6.31,5.4,233.683
18,7,10,700.6,42.903,6.37,5.8,322.442
18,7,11,709.119,42.64,6.26,6.2,326.081
18,7,12,656.14,41.633,6.07,6.3,303.183
18,7,13,649.811,41.467,5.86,6.2,302.918
18,7,14,121.935,33.291,5.7,6.0,55.847
18,7,15,268.73,35.381,5.32,5.6,127.615
18,7,16,186.47,33.273,4.67,4.9,84.49
18,7,17,39.911,29.454,3.76,4.3,16.808
18,7,18,0.0,0.0,2.85,4.3,0.0
19,7,6,177.276,30.862,3.75,5.6,81.54
19,7,7,318.684,34.565,4.84,6.0,152.816
19,7,8,327.341,35.925,5.84,6.1,154.075
19,7,9,360.49,37.382,6.23,6.0,167.59
19,7,10,567.233,41.079,6.11,5.9,261.653
19,7,11,664.159,42.715,5.8,5.8,304.762
19,7,12,653.689,42.722,5.5,5.5,300.46
19,7,13,720.179,44.195,5.24,5.0,332.731
19,7,14,541.921,41.368,4.99,4.4,254.208
19,7,15,251.476,35.693,4.81,3.8,118.889
19,7,16,50.301,30.903,4.57,2.9,22.973
19,7,17,5.673,29.059,3.95,2.0,2.247
19,7,18,0.0,0.0,3.03,1.4,0.0
20,7,6,58.87,26.923,4.56,5.1,27.589
20,7,7,133.636,28.642,5.45,5.0,63.478
20,7,8,272.741,31.588,5.71,4.8,129.791
20,7,9,378.958,34.157,5.57,4.6,178.707
20,7,10,481.687,36.952,5.46,4.5,224.875
20,7,11,582.656,39.777,5.35,4.4,269.724
20,7,12,649.478,41.849,5.13,4.4,299.562
20,7,13,577.233,41.0,4.76,4.4,268.059
20,7,14,339.33,36.796,4.31,4.2,159.377
20,7,15,254.184,35.312,3.89,3.6,120.548
20,7,16,134.273,32.29,3.58,2.7,61.293
20,7,17,39.21,29.042,3.0,2.2,16.479
20,7,18,0.0,0.0,2.58,2.5,0.0
21,7,6,147.976,29.687,3.9,4.7,69.531
21,7,7,339.7,34.114,4.77,5.2,163.639
21,7,8,367.531,35.591,5.2,5.3,173.878
21,7,9,428.853,37.594,5.68,5.2,200.162
21,7,10,489.395,39.523,6.02,5.0,226.206
21,7,11,607.006,42.534,6.21,4.6,278.107
21,7,12,594.687,42.925,6.38,4.2,272.412
21,7,13,523.441,41.959,6.58,3.8,241.373
21,7,14,242.896,36.113,6.56,3.4,112.953
21,7,15,167.579,34.334,6.22,2.7,78.413
21,7,16,13.26,29.683,5.49,1.9,5.688
21,7,17,5.673,28.481,4.67,1.4,2.251
21,7,18,0.0,0.0,4.2,1.4,0.0
22,7,6,44.592,28.266,3.77,2.9,20.502
22,7,7,151.493,31.433,4.53,3.2,71.479
22,7,8,177.11,32.455,4.98,3.6,82.676
22,7,9,211.343,33.514,5.24,4.0,98.079
22,7,10,194.602,33.467,5.4,4.2,89.658
22,7,11,405.183,37.953,5.51,4.1,187.251
22,7,12,418.53,38.784,5.67,3.8,193.214
22,7,13,563.88,42.526,5.82,3.4,260.043
22,7,14,296.156,37.057,5.91,2.8,138.156
22,7,15,77.966,31.51,5.75,2.2,35.731
22,7,16,12.312,28.979,5.3,1.6,5.28
22,7,17,4.727,27.866,4.46,1.0,1.862
22,7,18,0.0,0.0,3.78,0.9,0.0
23,7,6,24.64,27.334,4.33,3.5,11.051
23,7,7,46.536,28.375,4.52,3.7,21.124
23,7,8,97.114,29.84,4.02,4.0,44.71
23,7,9,162.413,31.447,3.19,4.2,75.266
23,7,10,145.062,31.269,2.63,4.3,66.672
23,7,11,231.66,33.16,2.41,4.4,107.396
23,7,12,283.456,34.311,2.43,4.3,131.832
23,7,13,318.673,35.255,2.3,4.0,148.828
23,7,14,259.904,34.485,1.95,3.4,121.991
23,7,15,68.434,29.988,1.65,2.7,31.392
23,7,16,12.312,27.948,1.5,2.0,5.308
23,7,17,4.727,26.944,1.43,1.6,1.87
23,7,18,0.0,0.0,1.62,1.6,0.0
24,7,6,39.837,26.968,3.23,4.3,18.329
24,7,7,64.622,28.091,3.8,5.3,29.83
24,7,8,127.927,29.807,3.88,5.9,59.612
24,7,9,160.519,30.857,3.85,6.1,74.543
24,7,10,147.943,30.987,3.93,6.0,68.131
24,7,11,160.753,31.312,4.11,5.9,74.082
24,7,12,219.462,32.352,4.19,5.6,102.041
24,7,13,269.984,33.405,4.23,5.0,126.392
24,7,14,102.822,30.569,4.23,4.3,47.295
24,7,15,29.424,28.926,4.12,3.6,13.021
24,7,16,12.312,28.0,3.77,2.8,5.307
24,7,17,4.726,27.125,3.2,2.3,1.866
24,7,18,0.0,0.0,2.39,2.2,0.0
25,7,6,120.654,28.295,3.33,3.8,57.575
25,7,7,242.282,31.223,3.81,4.2,116.571
25,7,8,340.463,33.266,3.86,4.6,162.19
25,7,9,390.729,34.299,3.99,4.9,184.332
25,7,10,367.162,34.173,4.17,4.9,172.143
25,7,11,378.722,34.949,4.4,4.7,176.878
25,7,12,358.149,35.433,4.74,4.2,166.934
25,7,13,371.655,35.932,5.07,3.8,173.891
25,7,14,243.08,33.102,5.36,3.3,114.485
25,7,15,137.005,30.321,5.43,2.8,64.68
25,7,16,72.061,28.22,5.26,2.3,33.886
25,7,17,30.26,26.529,4.46,2.1,13.216
25,7,18,0.0,0.0,3.13,2.1,0.0
